index,original,translated,locale_convention_annotation
0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,This document is prepared in accordance with the provisions of Part 1: Structure and drafting rules of standardization documents in the Standardization Guide GB/T 1.1-2020.,"MQM annotations:
Style Errors:
[minor]: [company_style] - The translation does not follow the specified style guidelines for the document, which are based on GB/T 1.1-2020 standard."
4,"在四字节编码区更改了18 个 GB/T 13000 代码位置(见附录 D,2005 年版的附录D);","Changed 18 GB/T 13000 code positions in the four-byte encoding area (see Appendix D, 2005 edition of Appendix D).","MQM annotations:
Style Errors:
[minor]: [unnatural flow] - The translation reads a bit awkwardly and lacks the natural flow expected in English. A more natural phrasing could be used."
8,请注意本文件的某些内容可能涉及专利。 本文件的发布机构不承担识别专利的责任。,Please note that some content of this document may involve patents. The issuing organization does not assume responsibility for identifying patents.,"MQM annotations:
Style Errors:
[minor]: [company_style] - The translation does not comply with the client's style guidelines, which may require avoiding passive voice.
[minor]: [register] - The translation uses a more formal pronoun (""您"") than the source text, which has a more neutral tone."
10,本文件及其所代替文件的历次版本发布情况为 :,The release history of this document and its previous versions is:,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
13,信息扩术 ”中文编码字符集,Character encoding.,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""Character encoding"" reads too literally and lacks the natural flow expected in the English language. A more natural expression could be ""Character encoding standards"" or ""Character encoding systems""."
16,"本文件适用于为具备中文和其他文字图形字符信息化处理及交换功能的技术类产品,包括但不限于以输入法、光学字符识别 (OCR)、编辑 校对、机融翻诺、语音合成、文字转写、乔能写作等为代表的软件产品 , 以及以计算机、通信终端设备、电子书阅读毅、学习机等为代表的便件产品 。","This document applies to technical products with the function of information processing and exchange of Chinese and other language graphic characters, including but not limited to software products represented by input methods, optical character recognition (OCR), editing and proofreading, machine translation, text-to-speech, text transcription, and intelligent writing, as well as hardware products represented by computers, communication terminal devices, e-book readers, and learning machines.","MQM annotations:
Style Errors
[major]: [unnatural flow] - The translation reads too literally and lacks the natural flow expected in the target language. For example, the phrase ""以输入法、光学字符识别 (OCR)、编辑 校对、机融翻诺、语音合成、文字转写、乔能写作等为代表的软件产品"" could be translated more naturally as ""such as input methods, optical character recognition (OCR), editing and proofreading, machine translation, text-to-speech, text transcription, and intelligent writing software"".
[minor]: [register] - The translation uses a more formal register than the source text, which has a more technical and matter-of-fact tone. For example, the phrase ""为您提供"" could be translated more informally as ""provides"".
[minor]: [inconsistency] - The translation is inconsistent in the use of certain terms, such as ""便件产品"" and ""硬件产品"", which could both be translated as ""hardware products""."
20,GB/T 2312 一 1980 ”信息交换用汉字编码字符集 ”基本集,"""Character set of the basic Chinese character set for information interchange"".","MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, ""Character set of the basic Chinese character set for information interchange"" could be rephrased in a more natural way."
21,GB/I 11383 一 1989 信息 处理 ”信息交换用八位代码结构和编码规则,Information processing - Information interchange code structure and coding rules for 8-bit codes.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, the phrase ""Information interchange code structure and coding rules for 8-bit codes"" could be more naturally expressed in English.
[minor]: [REGISTER] - The translation uses a more formal register than is typical for the subject matter. A more conversational style would be more appropriate."
25,3.1 字符 character,character,"MQM annotations:
Style Errors:
[minor]: [unnatural flow] - The translation ""character"" is a direct translation of the Chinese term ""字符"" and does not flow naturally in English."
30,使用符合本文件的产品的使用者可以自行规定的区域。,The user can self-determine the area of use for products that comply with this document.,"MQM annotations:
Style Errors:
[major]: [unnatural flow] - The translation ""The user can self-determine the area of use for products that comply with this document"" reads too literally and lacks the natural flow expected in English."
